season,result,map,team_role,match_length,character,char_role
3,win,nepal,cp,22.0,ana,support
3,loss,dorado,attack,6.0,ana,support
3,loss,dorado,defend,4.0,torbjorn,damage
3,loss,king's row,attack,8.0,lucio,support
3,loss,king's row,defend,5.0,lucio,support
3,loss,king's row,attack,1.0,lucio,support
3,loss,king's row,defend,3.0,lucio,support
3,loss,dorado,defend,12.0,lucio,support
3,draw,hanamura,defend,9.0,ana,support
3,draw,hanamura,attack,7.0,ana,support
3,draw,hanamura,attack,2.0,lucio,support
3,win,king's row,defend,10.0,ana,support
3,win,king's row,attack,7.0,ana,support
3,win,illios,cp,13.0,lucio,support
3,draw,volskaya industries,attack,4.0,ana,support
3,draw,volskaya industries,defend,8.0,ana,support
3,draw,volskaya industries,defend,5.0,ana,support
3,draw,volskaya industries,attack,6.0,lucio,support
3,draw,volskaya industries,defend,6.0,lucio,support
3,draw,volskaya industries,attack,2.0,lucio,support
3,win,dorado,defend,6.0,mercy,support
3,win,dorado,attack,3.0,zen,support
3,win,eichenwalde,attack,8.0,lucio,support
3,win,eichenwalde,defend,12.0,ana,support
3,win,illios,cp,11.0,lucio,support
3,win,hanamura,attack,9.0,ana,support
3,loss,temple of anubis,defend,7.0,mercy,support
3,loss,temple of anubis,attack,10.0,lucio,support
3,loss,temple of anubis,defend,2.0,zen,support
3,loss,gibraltar,attack,5.0,lucio,support
3,loss,gibraltar,defend,1.0,ana,support
3,win,king's row,defend,4.0,mercy,support
3,win,king's row,attack,3.0,zen,support
3,loss,numbani,defend,5.0,mercy,support
3,loss,numbani,attack,4.0,lucio,support
3,loss,hollywood,defend,10.0,lucio,support
3,loss,hollywood,attack,10.0,lucio,support
3,loss,hollywood,defend,5.0,mercy,support
3,loss,hollywood,attack,2.0,zen,support
3,loss,nepal,cp,15.0,lucio,support
3,win,eichenwalde,defend,8.0,ana,support
3,win,eichenwalde,attack,6.0,ana,support
3,win,hollywood,defend,7.0,ana,support
3,win,hollywood,attack,5.0,ana,support
3,loss,route 66,attack,3.0,ana,support
3,loss,route 66,defend,2.0,ana,support
3,win,numbani,attack,4.0,lucio,support
3,win,numbani,defend,4.0,symmetra,damage
3,win,temple of anubis,attack,5.0,ana,support
3,win,temple of anubis,defend,5.0,symmetra,damage
3,win,temple of anubis,defend,5.0,symmetra,damage
3,win,temple of anubis,attack,5.0,lucio,support
3,loss,hanamura,defend,5.0,ana,support
3,loss,hanamura,attack,9.0,ana,support
3,win,numbani,defend,5.0,ana,support
3,win,numbani,attack,7.0,mercy,support
3,win,numbani,attack,4.0,lucio,support
3,win,numbani,defend,3.0,mercy,support
3,loss,eichenwalde,attack,7.0,mercy,support
3,loss,eichenwalde,defend,4.0,ana,support
3,draw,volskaya industries,attack,6.0,lucio,support
3,draw,volskaya industries,defend,9.0,mercy,support
3,draw,volskaya industries,attack,3.0,ana,support
3,loss,hanamura,defend,7.0,lucio,support
3,loss,hanamura,attack,5.0,zen,support
3,win,nepal,cp,22.0,lucio,support
3,win,route 66,defend,8.0,ana,support
3,win,route 66,attack,5.0,mercy,support
3,win,gibraltar,defend,9.0,mercy,support
3,win,gibraltar,attack,5.0,mercy,support
3,loss,hollywood,defend,9.0,mercy,support
3,loss,hollywood,attack,7.0,lucio,support
3,loss,volskaya industries,attack,9.0,ana,support
3,loss,volskaya industries,defend,6.0,mercy,support
3,win,king's row,attack,9.0,zen,support
3,win,king's row,defend,4.0,zen,support
3,win,illios,cp,14.0,zen,support
3,draw,numbani,defend,5.0,mercy,support
3,draw,numbani,attack,5.0,mercy,support
3,win,hanamura,defend,7.0,mercy,support
3,win,hanamura,attack,3.0,mercy,support
3,win,hanamura,defend,1.0,mercy,support
3,win,hanamura,attack,3.0,mercy,support
3,win,illios,cp,15.0,lucio,support
3,win,nepal,cp,17.0,lucio,support
3,loss,king's row,attack,8.0,lucio,support
3,loss,king's row,defend,3.0,symmetra,damage
3,loss,gibraltar,attack,4.0,mercy,support
3,loss,gibraltar,defend,2.0,mercy,support
3,loss,route 66,defend,5.0,mercy,support
3,loss,route 66,attack,5.0,ana,support
3,loss,hollywood,defend,8.0,zen,support
3,loss,hollywood,attack,9.0,zen,support
3,loss,gibraltar,attack,7.0,ana,support
3,loss,gibraltar,defend,6.0,ana,support
3,loss,temple of anubis,defend,7.0,lucio,support
3,loss,temple of anubis,attack,5.0,ana,support
3,loss,temple of anubis,defend,4.0,ana,support
3,loss,temple of anubis,attack,4.0,ana,support
3,loss,illios,cp,21.0,ana,support
3,win,hollywood,attack,10.0,ana,support
3,win,hollywood,defend,8.0,ana,support
3,win,dorado,defend,8.0,ana,support
3,win,dorado,attack,5.0,ana,support
3,loss,temple of anubis,attack,8.0,ana,support
3,loss,temple of anubis,defend,10.0,mercy,support
3,draw,eichenwalde,attack,4.0,ana,support
3,draw,eichenwalde,defend,4.0,mercy,support
3,loss,numbani,defend,8.0,mercy,support
3,loss,numbani,attack,5.0,ana,support
3,loss,numbani,attack,6.0,ana,support
3,loss,numbani,defend,6.0,ana,support
3,win,lijiang tower,cp,20.0,lucio,support
3,loss,route 66,defend,5.0,ana,support
3,loss,route 66,attack,8.0,mercy,support
3,loss,hollywood,defend,7.0,ana,support
3,loss,hollywood,attack,9.0,mercy,support
3,loss,illios,cp,20.0,lucio,support
3,draw,temple of anubis,attack,5.0,lucio,support
3,draw,temple of anubis,defend,5.0,symmetra,damage
3,win,gibraltar,attack,8.0,lucio,support
3,win,gibraltar,defend,7.0,zen,support
3,win,hanamura,attack,4.0,ana,support
3,win,hanamura,defend,3.0,symmetra,damage
3,win,hanamura,attack,5.0,ana,support
3,win,hanamura,defend,6.0,mercy,support
3,win,eichenwalde,attack,7.0,ana,support
3,win,eichenwalde,defend,4.0,ana,support
3,loss,hollywood,attack,9.0,ana,support
3,loss,hollywood,defend,8.0,ana,support
3,loss,nepal,cp,12.0,ana,support
3,loss,lijiang tower,cp,21.0,ana,support
3,draw,king's row,defend,4.0,zen,support
3,draw,king's row,attack,4.0,zen,support
3,loss,volskaya industries,defend,3.5,ana,support
3,loss,volskaya industries,attack,6.0,ana,support
3,loss,volskaya industries,attack,3.0,ana,support
3,loss,volskaya industries,defend,3.0,symmetra,damage
3,loss,route 66,attack,4.0,ana,support
3,loss,route 66,defend,4.0,mercy,support
3,win,lijiang tower,cp,15.0,lucio,support
3,win,numbani,defend,8.0,zen,support
3,win,numbani,attack,3.5,lucio,support
3,win,numbani,attack,1.0,lucio,support
3,win,eichenwalde,defend,7.0,lucio,support
3,win,eichenwalde,attack,6.5,ana,support
3,win,eichenwalde,defend,5.0,lucio,support
3,win,eichenwalde,attack,3.1,lucio,support
3,loss,route 66,defend,6.0,ana,support
3,loss,route 66,attack,5.0,ana,support
3,loss,route 66,defend,2.0,ana,support
3,loss,route 66,attack,3.0,ana,support
3,loss,illios,cp,17.0,lucio,support
3,win,lijiang tower,cp,16.0,lucio,support
3,loss,dorado,defend,7.5,lucio,support
3,loss,dorado,attack,9.5,zen,support
3,win,illios,cp,13.5,lucio,support
3,win,hanamura,attack,11.0,ana,support
3,win,hanamura,defend,10.0,lucio,support
3,loss,numbani,attack,8.0,ana,support
3,loss,numbani,defend,7.5,ana,support
3,win,route 66,attack,7.5,ana,support
3,win,route 66,defend,4.5,ana,support
3,loss,king's row,attack,9.0,ana,support
3,loss,king's row,defend,4.0,zen,support
3,win,illios,cp,21.0,lucio,support
3,win,volskaya industries,defend,6.0,ana,support
3,win,volskaya industries,attack,4.5,ana,support
3,win,volskaya industries,defend,3.0,ana,support
3,win,volskaya industries,attack,1.0,ana,support
3,loss,temple of anubis,defend,2.5,ana,support
3,loss,temple of anubis,attack,5.0,ana,support
3,loss,gibraltar,defend,8.0,ana,support
3,loss,gibraltar,attack,7.0,ana,support
3,win,dorado,defend,7.0,ana,support
3,win,dorado,attack,2.5,ana,support
3,win,nepal,cp,14.5,ana,support
3,loss,hanamura,attack,8.5,ana,support
3,loss,hanamura,defend,5.0,ana,support
3,win,temple of anubis,attack,5.0,ana,support
3,win,temple of anubis,defend,8.5,ana,support
3,loss,gibraltar,attack,6.0,ana,support
3,loss,gibraltar,defend,5.5,ana,support
3,loss,gibraltar,attack,3.5,ana,support
3,loss,gibraltar,defend,3.5,ana,support
3,win,numbani,attack,4.0,lucio,support
3,win,numbani,defend,8.0,mercy,support
3,win,numbani,defend,2.0,ana,support
3,win,numbani,attack,1.5,ana,support
3,draw,numbani,defend,4.5,ana,support
3,draw,numbani,attack,5.0,ana,support
3,loss,hollywood,defend,8.0,ana,support
3,loss,hollywood,attack,7.5,lucio,support
3,loss,hollywood,defend,2.0,ana,support
3,loss,hollywood,attack,3.0,lucio,support
3,loss,eichenwalde,defend,6.0,ana,support
3,loss,eichenwalde,attack,8.5,ana,support
3,loss,eichenwalde,attack,3.0,ana,support
3,loss,eichenwalde,defend,5.0,ana,support
3,win,king's row,attack,4.5,lucio,support
3,win,king's row,defend,6.0,zen,support
3,win,king's row,defend,2.5,zen,support
3,win,king's row,attack,1.5,lucio,support
3,win,volskaya industries,defend,8.0,lucio,support
3,win,volskaya industries,attack,4.5,lucio,support
3,loss,lijiang tower,cp,21.0,lucio,support
3,loss,nepal,cp,11.0,lucio,support
3,win,numbani,attack,4.5,zen,support
3,win,numbani,defend,4.5,zen,support
3,win,hollywood,attack,6.5,ana,support
3,win,hollywood,defend,5.35,ana,support
3,win,hollywood,attack,5.5,ana,support
3,win,hollywood,defend,3.5,ana,support
3,loss,lijiang tower,cp,17.5,lucio,support
3,loss,nepal,cp,19.0,lucio,support
3,win,king's row,attack,8.5,zen,support
3,win,king's row,defend,8.5,zen,support
3,win,lijiang tower,cp,14.5,lucio,support
3,loss,nepal,cp,17.0,lucio,support
3,win,temple of anubis,defend,8.0,ana,support
3,win,temple of anubis,attack,4.0,ana,support
3,win,dorado,defend,7.0,zen,support
3,win,dorado,attack,2.5,zen,support
3,draw,hanamura,attack,8.0,ana,support
3,draw,hanamura,defend,8.5,zen,support
3,loss,eichenwalde,attack,5.0,ana,support
3,loss,eichenwalde,defend,4.5,ana,support
3,loss,king's row,attack,9.5,lucio,support
3,loss,king's row,defend,7.5,mercy,support
3,win,lijiang tower,cp,23.5,ana,support
3,win,hollywood,attack,8.5,ana,support
3,win,hollywood,defend,4.5,ana,support
3,win,dorado,defend,5.5,ana,support
3,win,dorado,attack,3.5,ana,support
3,loss,gibraltar,attack,3.5,ana,support
3,loss,gibraltar,defend,6.0,ana,support
3,loss,gibraltar,defend,4.5,ana,support
3,loss,gibraltar,attack,4.5,ana,support
3,win,illios,cp,13.0,lucio,support
3,win,eichenwalde,attack,9.0,zen,support
3,win,eichenwalde,defend,8.0,ana,support
3,win,nepal,cp,16.5,ana,support
3,loss,numbani,attack,8.0,ana,support
3,loss,numbani,defend,7.5,ana,support
3,win,route 66,attack,7.0,zen,support
3,win,dorado,defend,7.0,ana,support
3,win,dorado,attack,7.0,ana,support
3,win,volskaya industries,attack,4.0,ana,support
3,win,volskaya industries,defend,8.0,ana,support
3,loss,king's row,attack,8.5,ana,support
3,loss,king's row,defend,7.0,ana,support
3,win,gibraltar,defend,9.0,zen,support
3,win,gibraltar,attack,7.0,zen,support
3,win,king's row,attack,4.5,zen,support
3,win,king's row,defend,7.0,zen,support
3,loss,route 66,defend,7.5,zen,support
3,loss,route 66,attack,5.5,zen,support
3,win,lijiang tower,cp,13.5,ana,support
3,loss,hollywood,attack,9.0,zen,support
3,loss,hollywood,defend,6.5,zen,support
3,win,dorado,attack,7.5,zen,support
3,win,dorado,defend,4.5,zen,support
3,loss,lijiang tower,cp,20.0,zen,support
3,win,volskaya industries,defend,8.5,zen,support
3,win,volskaya industries,attack,5.0,zen,support
3,loss,illios,cp,28.0,zen,support
3,loss,temple of anubis,defend,2.5,zen,support
3,loss,temple of anubis,attack,8.0,lucio,support
3,loss,eichenwalde,defend,8.5,zen,support
3,loss,eichenwalde,attack,7.0,zen,support
3,win,hollywood,defend,6.5,symmetra,damage
3,win,hollywood,attack,3.0,zen,support
3,win,lijiang tower,cp,19.0,symmetra,damage
3,win,hanamura,attack,7.0,ana,support
3,win,hanamura,defend,4.5,zen,support
3,loss,dorado,attack,7.0,ana,support
3,loss,dorado,defend,8.0,zen,support
3,loss,dorado,defend,5.0,zen,support
3,loss,dorado,attack,3.0,ana,support
3,loss,nepal,cp,24.0,ana,support
3,loss,numbani,defend,6.0,mercy,support
3,loss,numbani,attack,4.0,zen,support
3,win,dorado,defend,6.0,zen,support
3,win,dorado,attack,9.5,mercy,support
3,win,dorado,attack,2.0,zen,support
3,win,dorado,defend,4.0,zen,support
3,loss,king's row,attack,20.0,ana,support
3,loss,king's row,defend,10.0,ana,support
3,loss,hollywood,attack,6.5,ana,support
3,loss,hollywood,defend,16.0,ana,support
3,loss,hollywood,attack,2.0,ana,support
3,loss,hollywood,defend,4.0,ana,support
3,loss,gibraltar,attack,6.0,ana,support
3,loss,gibraltar,defend,1.5,zen,support
3,loss,route 66,defend,5.5,ana,support
3,loss,route 66,attack,6.0,ana,support
3,loss,gibraltar,defend,5.0,zen,support
3,loss,gibraltar,attack,5.5,zen,support
3,loss,gibraltar,defend,5.0,ana,support
3,loss,gibraltar,attack,4.5,ana,support
3,loss,temple of anubis,defend,4.5,ana,support
3,loss,temple of anubis,attack,5.0,ana,support
3,loss,route 66,defend,7.0,zen,support
3,loss,route 66,defend,1.5,zen,support
3,loss,route 66,attack,2.0,zen,support
3,loss,numbani,defend,8.5,symmetra,damage
3,loss,numbani,attack,8.3,symmetra,damage
3,win,hollywood,defend,7.0,symmetra,damage
3,win,hollywood,attack,7.5,symmetra,damage
3,loss,hanamura,defend,8.5,symmetra,damage
3,loss,hanamura,attack,4.5,symmetra,damage
3,loss,numbani,defend,8.0,symmetra,damage
3,loss,numbani,attack,4.5,lucio,support
3,loss,route 66,defend,5.5,ana,support
3,loss,route 66,attack,5.5,mercy,support
3,win,lijiang tower,cp,21.0,lucio,support
3,loss,nepal,cp,17.0,lucio,support
3,loss,illios,cp,22.0,lucio,support
3,loss,hanamura,defend,9.5,symmetra,damage
3,loss,hanamura,attack,5.5,ana,support
3,win,lijiang tower,cp,15.0,zen,support
3,loss,route 66,defend,4.5,zen,support
3,loss,route 66,attack,4.5,zen,support
3,win,eichenwalde,attack,7.5,ana,support
3,win,eichenwalde,defend,5.5,ana,support
3,win,hanamura,attack,2.0,zen,support
3,win,hanamura,defend,8.5,zen,support
3,win,numbani,defend,8.0,zen,support
3,win,numbani,attack,4.0,mercy,support
3,win,gibraltar,defend,4.5,zen,support
3,win,gibraltar,attack,2.5,mercy,support
3,loss,eichenwalde,defend,8.0,ana,support
3,loss,eichenwalde,attack,4.5,ana,support
3,win,temple of anubis,defend,8.0,ana,support
3,win,temple of anubis,attack,4.0,ana,support
3,win,numbani,defend,4.5,ana,support
3,win,numbani,attack,4.5,ana,support
3,draw,volskaya industries,defend,4.0,ana,support
3,draw,volskaya industries,attack,4.5,ana,support
3,loss,lijiang tower,cp,24.0,ana,support
3,draw,hollywood,attack,4.0,ana,support
3,draw,hollywood,defend,4.0,symmetra,damage
3,draw,numbani,attack,4.5,ana,support
3,draw,numbani,defend,4.5,symmetra,damage
3,win,oasis,cp,17.0,zen,support
3,win,volskaya industries,defend,9.0,mercy,support
3,win,volskaya industries,attack,9.5,zen,support
3,win,volskaya industries,attack,2.5,zen,support
3,win,temple of anubis,defend,4.5,zen,support
3,win,temple of anubis,attack,1.5,zen,support
3,loss,dorado,defend,8.5,zen,support
3,loss,dorado,attack,7.5,zen,support
3,loss,hanamura,defend,7.5,zen,support
3,loss,hanamura,attack,7.5,zen,support
3,loss,hanamura,attack,1.0,zen,support
3,loss,hanamura,defend,2.5,zen,support
3,loss,gibraltar,defend,6.0,zen,support
3,loss,gibraltar,attack,7.0,zen,support
3,loss,gibraltar,attack,1.0,zen,support
3,loss,gibraltar,defend,2.5,zen,support
3,win,route 66,attack,8.5,zen,support
3,win,route 66,defend,4.5,zen,support
3,win,route 66,attack,6.0,ana,support
3,win,route 66,defend,6.5,zen,support
3,loss,gibraltar,defend,8.5,zen,support
3,loss,gibraltar,attack,9.0,zen,support
3,win,numbani,defend,8.5,zen,support
3,win,numbani,attack,3.5,zen,support
3,loss,king's row,attack,8.0,ana,support
3,loss,king's row,defend,3.0,ana,support
3,win,hanamura,attack,8.0,zen,support
3,win,hanamura,defend,4.5,symmetra,damage
3,win,king's row,attack,4.5,zen,support
3,win,king's row,defend,4.0,zen,support
3,win,nepal,cp,27.5,zen,support
3,win,temple of anubis,defend,1.0,zen,support
3,win,temple of anubis,attack,1.5,zen,support
3,win,numbani,defend,9.0,zen,support
3,win,numbani,attack,5.5,zen,support
3,win,route 66,attack,8.5,zen,support
3,win,route 66,defend,8.5,zen,support
3,loss,volskaya industries,attack,8.5,zen,support
3,loss,volskaya industries,defend,7.5,zen,support
3,draw,hanamura,attack,4.0,zen,support
3,draw,hanamura,defend,4.0,symmetra,damage
3,win,dorado,attack,5.5,zen,support
3,win,dorado,defend,8.5,zen,support
3,win,dorado,defend,1.0,zen,support
3,win,dorado,attack,0.5,zen,support
3,win,numbani,attack,4.0,ana,support
3,win,numbani,defend,8.5,ana,support
3,win,king's row,defend,3.5,zen,support
3,win,king's row,attack,5.0,ana,support
3,win,king's row,attack,4.5,ana,support
3,win,king's row,defend,7.5,ana,support
3,loss,gibraltar,attack,8.5,ana,support
3,loss,gibraltar,defend,8.5,ana,support
3,loss,volskaya industries,attack,7.0,ana,support
3,loss,volskaya industries,defend,3.0,mercy,support
3,win,hollywood,attack,6.5,zen,support
3,win,hollywood,defend,6.5,zen,support
3,win,hollywood,attack,4.0,mercy,support
3,win,hollywood,defend,2.0,mercy,support
3,draw,hanamura,defend,8.0,zen,support
3,draw,hanamura,attack,7.5,zen,support
3,loss,nepal,cp,19.5,zen,support
3,win,eichenwalde,attack,8.0,zen,support
3,win,eichenwalde,defend,4.5,zen,support
3,win,lijiang tower,cp,20.5,ana,support
3,loss,route 66,defend,4.5,zen,support
3,loss,route 66,attack,5.0,ana,support
3,loss,volskaya industries,defend,2.0,ana,support
3,loss,volskaya industries,attack,2.0,ana,support
3,loss,volskaya industries,defend,4.0,ana,support
3,loss,volskaya industries,attack,7.0,ana,support
3,loss,volskaya industries,defend,1.0,ana,support
3,loss,hollywood,attack,8.0,zen,support
3,loss,hollywood,defend,7.5,zen,support
3,loss,king's row,attack,4.0,ana,support
3,loss,king's row,defend,2.5,ana,support
3,loss,gibraltar,defend,4.5,ana,support
3,loss,gibraltar,attack,5.0,ana,support
3,loss,gibraltar,attack,4.5,ana,support
3,loss,gibraltar,defend,4.0,ana,support
3,loss,numbani,defend,6.0,zen,support
3,loss,numbani,attack,8.0,ana,support
3,loss,numbani,attack,2.5,ana,support
3,loss,numbani,defend,3.0,ana,support
3,loss,eichenwalde,attack,7.5,zen,support
3,loss,eichenwalde,defend,7.0,symmetra,damage
3,loss,king's row,defend,7.5,ana,support
3,loss,king's row,attack,8.0,ana,support
3,loss,gibraltar,attack,4.5,ana,support
3,loss,gibraltar,defend,1.0,ana,support
3,loss,numbani,attack,4.0,lucio,support
3,loss,numbani,defend,3.0,symmetra,damage
3,loss,hollywood,defend,6.0,zen,support
3,loss,hollywood,attack,4.5,zen,support
3,win,nepal,cp,17.0,ana,support
3,win,nepal,cp,15.5,zen,support
3,loss,dorado,attack,9.0,zen,support
3,loss,dorado,defend,6.0,zen,support
3,loss,illios,cp,24.0,zen,support
3,loss,hanamura,defend,2.0,zen,support
3,loss,hanamura,attack,4.5,zen,support
3,draw,volskaya industries,defend,8.5,zen,support
3,draw,volskaya industries,attack,8.5,zen,support
3,loss,king's row,attack,4.0,ana,support
3,loss,route 66,attack,8.0,zen,support
3,loss,route 66,defend,8.5,ana,support
3,loss,hanamura,attack,4.0,ana,support
3,loss,hanamura,defend,2.0,mercy,support
3,loss,lijiang tower,cp,22.5,zen,support
3,loss,lijiang tower,cp,17.0,lucio,support
3,win,king's row,defend,5.0,symmetra,damage
3,win,king's row,attack,2.0,symmetra,damage
3,draw,volskaya industries,defend,8.0,ana,support
3,draw,volskaya industries,attack,8.0,ana,support
3,loss,dorado,attack,8.5,symmetra,damage
3,win,route 66,attack,9.5,mercy,support
3,win,route 66,defend,6.0,mercy,support
3,loss,illios,cp,23.0,zen,support
3,loss,eichenwalde,defend,4.0,torbjorn,damage
3,loss,eichenwalde,attack,8.5,zen,support
3,loss,gibraltar,defend,7.5,symmetra,damage
3,loss,gibraltar,attack,6.5,ana,support
3,loss,gibraltar,defend,2.0,ana,support
3,loss,gibraltar,attack,2.5,ana,support
3,win,illios,cp,5.5,lucio,support
3,draw,hollywood,defend,4.0,mercy,support
3,draw,hollywood,attack,4.0,ana,support
3,loss,nepal,cp,20.0,ana,support
3,loss,eichenwalde,attack,6.5,ana,support
3,loss,eichenwalde,defend,4.5,zen,support
3,win,dorado,attack,8.0,mercy,support
3,win,dorado,defend,4.5,mercy,support
3,loss,gibraltar,defend,7.0,zen,support
3,loss,gibraltar,attack,9.5,lucio,support
3,loss,gibraltar,attack,1.0,mercy,support
3,loss,gibraltar,defend,1.0,mercy,support
3,loss,illios,cp,12.0,ana,support
3,draw,temple of anubis,defend,5.0,symmetra,damage
3,loss,numbani,attack,8.0,ana,support
3,loss,numbani,defend,9.0,torbjorn,damage
3,loss,lijiang tower,cp,12.5,lucio,support
3,draw,hollywood,defend,4.0,torbjorn,damage
3,win,eichenwalde,defend,4.0,symmetra,damage
3,win,eichenwalde,attack,4.0,torbjorn,damage
3,win,gibraltar,defend,4.0,torbjorn,damage
3,win,gibraltar,attack,1.0,torbjorn,damage
3,win,dorado,attack,5.5,torbjorn,damage
3,win,dorado,defend,4.5,torbjorn,damage
3,win,eichenwalde,defend,4.0,symmetra,damage
3,win,eichenwalde,attack,1.5,torbjorn,damage
3,win,route 66,defend,5.0,torbjorn,damage
3,win,route 66,attack,4.5,torbjorn,damage
3,loss,gibraltar,attack,4.5,torbjorn,damage
3,loss,gibraltar,defend,2.5,torbjorn,damage
3,draw,hollywood,attack,8.5,lucio,support
3,draw,hollywood,defend,6.0,symmetra,damage
3,draw,hollywood,defend,4.0,symmetra,damage
3,win,volskaya industries,defend,4.0,symmetra,damage
3,win,volskaya industries,attack,2.0,ana,support
3,win,temple of anubis,defend,4.0,symmetra,damage
3,win,temple of anubis,attack,4.0,ana,support
3,loss,nepal,cp,15.5,torbjorn,damage
3,loss,gibraltar,defend,5.0,ana,support
3,loss,gibraltar,attack,6.0,zen,support
3,loss,gibraltar,attack,3.0,zen,support
3,loss,gibraltar,defend,2.5,zen,support
3,loss,numbani,defend,8.0,torbjorn,damage
3,loss,numbani,attack,8.0,torbjorn,damage
3,loss,eichenwalde,attack,4.0,torbjorn,damage
3,loss,eichenwalde,defend,1.5,torbjorn,damage
3,loss,king's row,attack,7.0,zen,support
3,loss,king's row,defend,7.5,zen,support
3,loss,king's row,defend,3.5,zen,support
3,loss,king's row,attack,3.0,zen,support
3,loss,volskaya industries,defend,3.5,zen,support
3,loss,volskaya industries,attack,8.5,zen,support
3,loss,dorado,defend,8.5,symmetra,damage
3,draw,temple of anubis,attack,8.0,symmetra,damage
3,draw,temple of anubis,defend,8.0,symmetra,damage
3,loss,king's row,defend,8.5,torbjorn,damage
3,loss,king's row,attack,8.0,zen,support
3,win,route 66,defend,5.5,torbjorn,damage
3,win,route 66,attack,5.5,symmetra,damage
3,win,temple of anubis,defend,4.0,symmetra,damage
3,win,temple of anubis,attack,1.5,symmetra,damage
3,loss,hollywood,defend,7.0,symmetra,damage
3,loss,hollywood,attack,8.5,ana,support
3,loss,dorado,attack,4.5,torbjorn,damage
3,loss,dorado,defend,1.0,mercy,support
3,win,lijiang tower,cp,13.0,symmetra,damage
3,loss,oasis,cp,16.5,symmetra,damage
3,win,hollywood,attack,8.5,zen,support
3,win,hollywood,defend,4.0,torbjorn,damage
3,win,route 66,attack,7.0,mercy,support
3,win,route 66,defend,4.0,zen,support
3,win,numbani,attack,8.5,zen,support
3,win,numbani,defend,4.0,mercy,support
3,draw,hanamura,attack,8.0,ana,support
3,draw,hanamura,defend,8.0,ana,support
3,win,gibraltar,attack,8.0,mercy,support
3,win,gibraltar,defend,8.5,ana,support
3,loss,king's row,attack,4.0,zen,support
3,loss,king's row,defend,1.5,zen,support
3,win,hollywood,attack,6.5,ana,support
3,win,hollywood,defend,4.0,torbjorn,damage
3,loss,illios,cp,26.0,lucio,support
3,loss,hanamura,defend,5.0,symmetra,damage
3,loss,hanamura,attack,5.5,ana,support
3,loss,oasis,cp,17.5,ana,support
3,win,illios,cp,11.0,lucio,support
3,win,nepal,cp,11.0,zen,support
3,draw,hanamura,defend,8.5,zen,support
3,draw,hanamura,attack,8.5,zen,support
3,win,lijiang tower,cp,25.5,zen,support
3,win,oasis,cp,15.5,zen,support
3,win,lijiang tower,cp,27.0,ana,support
3,win,dorado,attack,8.0,ana,support
3,win,dorado,defend,4.0,ana,support
3,win,numbani,attack,7.5,zen,support
3,win,numbani,defend,5.0,torbjorn,damage
3,loss,volskaya industries,attack,8.5,ana,support
3,loss,volskaya industries,defend,2.5,ana,support
3,win,king's row,attack,4.0,zen,support
3,win,king's row,defend,7.0,zen,support
3,win,gibraltar,defend,4.5,torbjorn,damage
3,win,gibraltar,attack,2.5,torbjorn,damage
3,loss,eichenwalde,defend,5.0,symmetra,damage
3,loss,eichenwalde,attack,7.5,ana,support
3,loss,temple of anubis,attack,4.0,ana,support
3,loss,temple of anubis,defend,4.0,ana,support
3,win,oasis,cp,20.0,zen,support
3,loss,nepal,cp,15.5,ana,support
3,loss,oasis,cp,20.0,zen,support
3,loss,eichenwalde,attack,4.0,mercy,support
3,loss,eichenwalde,defend,1.0,mercy,support
3,loss,oasis,cp,20.5,zen,support
3,draw,numbani,attack,8.5,d'va,tank
3,draw,numbani,defend,5.0,d'va,tank
3,draw,numbani,defend,3.0,symmetra,damage
3,loss,hollywood,defend,5.5,torbjorn,damage
3,loss,hollywood,attack,5.5,zen,support
3,win,nepal,cp,17.5,ana,support
3,win,hollywood,defend,5.0,ana,support
3,win,hollywood,attack,1.5,ana,support
3,loss,numbani,attack,4.5,ana,support
3,loss,numbani,defend,1.0,symmetra,damage
3,win,illios,cp,12.0,zen,support
3,win,illios,cp,11.0,zen,support
3,loss,oasis,cp,23.0,ana,support
3,loss,numbani,defend,7.5,torbjorn,damage
3,loss,numbani,attack,9.0,zen,support
3,win,lijiang tower,cp,14.5,ana,support
3,loss,volskaya industries,defend,7.0,ana,support
3,loss,volskaya industries,attack,8.5,ana,support
3,win,dorado,attack,9.5,zen,support
3,win,dorado,defend,7.0,zen,support
3,loss,eichenwalde,attack,6.5,zen,support
3,loss,eichenwalde,defend,6.0,lucio,support
3,draw,hollywood,attack,4.5,ana,support
3,draw,hollywood,defend,0.0,torbjorn,damage
3,win,lijiang tower,cp,23.0,ana,support
3,draw,eichenwalde,defend,4.0,torbjorn,damage
3,draw,eichenwalde,attack,4.0,zen,support
3,draw,eichenwalde,defend,4.0,lucio,support
3,draw,eichenwalde,attack,4.0,torbjorn,damage
3,win,illios,cp,23.0,lucio,support
3,win,temple of anubis,defend,4.0,torbjorn,damage
3,win,temple of anubis,attack,4.5,lucio,support
3,win,nepal,cp,20.0,lucio,support
3,loss,oasis,cp,19.5,lucio,support
3,win,lijiang tower,cp,19.5,lucio,support
3,loss,gibraltar,defend,8.5,ana,support
3,loss,gibraltar,attack,5.5,lucio,support
3,win,hanamura,defend,8.5,zen,support
3,win,hanamura,attack,8.0,ana,support
3,loss,gibraltar,defend,8.5,ana,support
3,loss,gibraltar,attack,4.5,ana,support
3,loss,lijiang tower,cp,14.5,lucio,support
